YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH,WIND_SPEED,WIND_DIRECTION
2003,1,1,0,32.4,25,78,6,90
2003,1,2,0.1,31.7,26.5,76,7,70
2003,1,3,0,31,24.8,80,5,70
2003,1,4,0,31,25,77,5,70
2003,1,5,0,31.5,26.6,71,8,70
2003,1,6,0,30.9,24.5,79,5,70
2003,1,7,0,30.7,25,83,2,270
2003,1,8,0,31.9,24.3,81,4,90
2003,1,9,0,31.5,24.3,82,4,270
2003,1,10,0,31.2,24,84,4,70
2003,1,11,0,31.2,23.8,81,2,90
2003,1,12,0,31.7,24.7,81,4,70
2003,1,13,0,31.5,23.5,79,3,90
2003,1,14,0.2,31.5,25.5,79,5,70
2003,1,15,0,31.9,24,81,5,70
2003,1,16,0,31.9,25.8,72,8,70
2003,1,17,0,30.8,24,73,7,70
2003,1,18,0,30.5,23,79,4,70
2003,1,19,0,32.5,23,76,4,270
2003,1,20,0,31,22.5,79,4,90
2003,1,21,0,30.5,22.3,77,4,70
2003,1,22,0,31,22.3,77,2,300
2003,1,23,0,33.3,22.6,75,3,340
2003,1,24,0,30,22.1,81,3,70
2003,1,25,0,30,23.8,82,4,70
2003,1,26,0,31.2,22.5,82,4,110
2003,1,27,0,31.3,23.5,75,4,90
2003,1,28,1.8,32.1,23.7,80,3,340
2003,1,29,0,32,24.5,76,8,70
2003,1,30,0,31.4,25,74,7,70
2003,1,31,0,31,23.1,77,5,70
2003,2,1,0,30.5,23.2,82,3,70
2003,2,2,30.1,32.8,24,78,3,90
2003,2,3,0,30.6,24.8,78,5,70
2003,2,4,0,31,22.3,75,5,90
2003,2,5,0,31,24.5,75,4,70
2003,2,6,0,31,25.3,70,8,70
2003,2,7,0.2,30,25.5,80,5,70
2003,2,8,0,30.3,24.7,83,4,70
2003,2,9,0,31.5,24.1,81,4,110
2003,2,10,0,31.5,24.5,81,3,270
2003,2,11,0,31.3,22.5,80,3,270
2003,2,12,0,32,24.5,75,6,70
2003,2,13,0,32,24.9,76,6,70
2003,2,14,0,31,24,77,5,70
2003,2,15,0,31,25.3,77,4,90
2003,2,16,0,31.5,23.5,76,4,90
2003,2,17,0,31.5,22.9,78,3,90
2003,2,18,0,31,23.6,76,4,90
2003,2,19,0,31.8,23,78,4,70
2003,2,20,0,31.5,24.2,75,4,70
2003,2,21,0,31,24,83,4,70
2003,2,22,0,30.5,22.9,81,2,70
2003,2,23,0,30.8,22.7,80,3,70
2003,2,24,0,30.9,21.8,76,4,90
2003,2,25,0,30.8,21.5,73,4,90
2003,2,26,0,31,23.2,78,3,90
2003,2,27,0,31,22.8,78,4,90
2003,2,28,0,30,22.3,82,4,70
2003,3,1,0,30.8,22.8,82,3,270
2003,3,2,0,31,23.1,78,3,90
2003,3,3,0,32,24.3,78,2,110
2003,3,4,0,32.5,24.5,79,2,110
2003,3,5,0,32.3,24.9,78,2,90
2003,3,6,0,33.5,26,78,2,90
2003,3,7,0,32,25.3,85,3,70
2003,3,8,0,32,24.7,83,3,70
2003,3,9,0,32.1,26.1,72,8,70
2003,3,10,0,31.5,24.4,65,7,70
2003,3,11,0,31.8,25,68,7,70
2003,3,12,0,31.5,23.2,70,6,70
2003,3,13,0,31.5,23,72,6,70
2003,3,14,0,31.3,22.8,77,3,110
2003,3,15,0,30.5,23.7,79,2,110
2003,3,16,7.4,31.3,24.5,83,3,70
2003,3,17,0,32,23.7,79,3,270
2003,3,18,0,32.5,24.4,78,3,90
2003,3,19,0,33,24.6,80,3,90
2003,3,20,0,32.5,25.8,80,3,70
2003,3,21,0,32.5,24.6,78,3,270
2003,3,22,0,32,24,83,3,270
2003,3,23,0,32.6,24.1,75,4,90
2003,3,24,0,32.5,24,73,4,270
2003,3,25,0,33.1,25.4,75,5,90
2003,3,26,0,32.5,26,75,6,70
2003,3,27,0,33.5,25,73,3,90
2003,3,28,0,32.5,25,80,3,110
2003,3,29,0,32.2,24.6,82,2,70
2003,3,30,0,33,24.3,74,3,90
2003,3,31,0,32.7,23.9,80,3,70
2003,4,1,0,33,24,77,2,90
2003,4,2,0,33.1,24.1,74,3,270
2003,4,3,0,33.2,24,70,2,110
2003,4,4,0,32.5,24.5,77,3,270
2003,4,5,0,32.6,24,78,3,70
2003,4,6,0,32.7,24.5,75,2,90
2003,4,7,0,33.6,24.5,73,3,270
2003,4,8,0,33,24.1,72,2,270
2003,4,9,0,33.7,26.5,76,3,110
2003,4,10,0,34,25.5,76,4,90
2003,4,11,0,33,25,79,3,70
2003,4,12,0,33.5,24.5,79,2,90
2003,4,13,0,33.8,23.8,72,3,110
2003,4,14,0,34.4,25.2,71,3,270
2003,4,15,0,33.8,25.8,72,2,90
2003,4,16,0,34,26.1,75,3,90
2003,4,17,0.5,34.1,25.5,71,4,90
2003,4,18,0,33.5,25,76,3,270
2003,4,19,0,33.1,24.7,74,2,270
2003,4,20,0,35.3,24.7,70,3,270
2003,4,21,0,33.8,24.8,70,2,270
2003,4,22,0,34.9,26,67,2,140
2003,4,23,0,35.9,25.7,70,3,270
2003,4,24,0,34.6,26.2,71,2,270
2003,4,25,0,34,25.2,78,3,70
2003,4,26,5.6,34,24.1,77,3,110
2003,4,27,2.9,32.9,24.5,83,3,100
2003,4,28,0,33.9,27,76,4,100
2003,4,29,0,34.2,27.5,78,3,320
2003,4,30,5.6,34.2,26.5,76,3,90
2003,5,1,2.5,33.8,26.2,78,2,110
2003,5,2,2,33,26.1,82,2,110
2003,5,3,1.6,33.2,26.1,79,2,110
2003,5,4,0,34.8,26.7,75,3,270
2003,5,5,0,34.6,26.5,75,3,270
2003,5,6,0,34.5,27,74,3,110
2003,5,7,0,34.9,27.4,78,2,270
2003,5,8,2.7,35.4,26.5,78,2,90
2003,5,9,0,33,27.8,81,4,70
2003,5,10,29.2,33,25.6,86,2,270
2003,5,11,42.6,32.5,24.6,94,2,260
2003,5,12,25.7,31.5,25,85,3,110
2003,5,13,10,30.4,24.5,90,2,270
2003,5,14,0.7,32.5,24.5,83,2,270
2003,5,15,0,33.3,25.6,79,2,270
2003,5,16,0,31.3,25.5,87,1,270
2003,5,17,3.9,33.5,24.6,78,3,270
2003,5,18,0,32.9,25.6,82,2,140
2003,5,19,0,33.3,25.5,80,2,180
2003,5,20,7.9,31.5,25.2,87,2,180
2003,5,21,26.3,33,24.5,89,2,270
2003,5,22,0.3,32.9,26,83,2,220
2003,5,23,0,31.7,24.9,81,3,270
2003,5,24,0,33.9,26.2,83,2,180
2003,5,25,13.2,32.2,24.4,83,3,180
2003,5,26,2.3,28.6,24.9,87,3,220
2003,5,27,0,32.5,25.5,84,3,180
2003,5,28,0,32.5,27,85,3,190
2003,5,29,6.4,32.8,25.5,86,2,190
2003,5,30,6.8,30.5,24.3,84,3,180
2003,5,31,9.3,30.6,24.3,93,2,220
2003,6,1,14.7,30.5,24.7,85,2,180
2003,6,2,0.5,33.2,25.4,82,2,180
2003,6,3,3.2,33.5,24.5,81,2,180
2003,6,4,0,32.8,24.5,83,2,180
2003,6,5,0,32.6,24,81,3,180
2003,6,6,0,31.5,25,86,2,180
2003,6,7,0,31.5,24.2,83,2,270
2003,6,8,0,32.9,24.5,79,2,180
2003,6,9,0,33,24.7,82,2,180
2003,6,10,0,33,24.3,79,2,160
2003,6,11,3,32.5,24,81,2,270
2003,6,12,23.6,32.5,24,83,2,270
2003,6,13,0,31.5,24.1,85,2,270
2003,6,14,3.4,31.6,24.9,86,2,270
2003,6,15,0.3,32.5,25.5,85,1,320
2003,6,16,0,34.2,24.6,78,2,270
2003,6,17,1.6,31.5,24.5,87,2,220
2003,6,18,1,32.5,23.7,86,2,270
2003,6,19,0,32.9,24.8,84,2,180
2003,6,20,0,31.5,24.8,85,2,180
2003,6,21,0.8,32,25.1,83,1,270
2003,6,22,5,32.2,24.7,84,2,270
2003,6,23,26.2,28.3,23.2,95,2,270
2003,6,24,0,32.6,24.1,83,2,110
2003,6,25,0,32.7,25.3,79,2,160
2003,6,26,23.8,33,23.3,83,2,140
2003,6,27,10.9,30.5,23.6,86,2,140
2003,6,28,21.2,31,24.3,83,2,90
2003,6,29,4,32.4,24,86,2,270
2003,6,30,0,33.7,24.4,80,2,270
2003,7,1,0,32.5,25,79,2,90
2003,7,2,17.7,32.7,24,86,2,300
2003,7,3,0.7,31,24.1,86,2,160
2003,7,4,0,30.5,25,87,2,110
2003,7,5,0,32,24.3,83,2,180
2003,7,6,0,33.1,24.1,82,1,180
2003,7,7,0.2,34.2,24.8,81,2,340
2003,7,8,0.3,31.9,23.8,82,2,320
2003,7,9,0.2,32.1,24.8,79,2,160
2003,7,10,5.5,32.4,24,84,2,270
2003,7,11,0,33.3,24.2,86,2,270
2003,7,12,0,32.5,24.6,84,2,270
2003,7,13,0,33.1,24.4,82,2,270
2003,7,14,0,32.7,24,80,2,270
2003,7,15,0,34,25,78,2,270
2003,7,16,0,33.7,24.9,78,2,270
2003,7,17,11.8,31.7,24.4,82,2,360
2003,7,18,13.2,25.7,24,99,2,250
2003,7,19,12.3,28.8,23.8,93,2,260
2003,7,20,2.8,32,24.3,88,2,180
2003,7,21,13.9,32,24.9,86,3,270
2003,7,22,10.7,28.6,24.5,88,2,180
2003,7,23,0.5,31.6,24.8,89,2,220
2003,7,24,1.8,33.3,24,86,1,180
2003,7,25,1,32.5,25,82,2,270
2003,7,26,1,29.5,23.3,92,1,220
2003,7,27,10.2,31.6,23.9,91,2,270
2003,7,28,0,32.5,25,82,2,180
2003,7,29,3.3,32.8,24.9,82,2,270
2003,7,30,4,34,24.6,82,2,290
2003,7,31,34.1,31.5,24,96,2,220
2003,8,1,57.9,26.6,23.8,96,1,20
2003,8,2,10.3,29.2,24,89,2,270
2003,8,3,0,32.5,24.3,82,3,190
2003,8,4,2.9,32.5,24.3,87,2,180
2003,8,5,0,33,25,87,2,180
2003,8,6,0,33.5,25,84,2,180
2003,8,7,2.8,33.2,24.5,86,2,190
2003,8,8,0,33,25,86,2,180
2003,8,9,0,33,24.9,86,2,270
2003,8,10,2.2,32.7,24.1,86,2,270
2003,8,11,0,33.5,24.7,80,2,140
2003,8,12,0,33.3,25.3,82,2,270
2003,8,13,0,33.1,24.6,86,2,270
2003,8,14,0.8,33.1,24.6,86,2,270
2003,8,15,0,31.2,25,89,1,270
2003,8,16,25.6,31.7,24.4,93,2,270
2003,8,17,0.2,32,24.5,86,2,220
2003,8,18,10,32.7,24.4,83,3,300
2003,8,19,16.8,32.7,24.1,85,2,180
2003,8,20,4.7,32.6,24,88,2,180
2003,8,21,0,32,24,81,2,270
2003,8,22,0,32.5,24.5,82,2,270
2003,8,23,0,32.5,25,85,1,270
2003,8,24,1.8,33.1,24.5,89,2,270
2003,8,25,0,32.9,25.2,84,2,160
2003,8,26,22,32,25,84,2,270
2003,8,27,29.7,32.3,22.7,93,1,270
2003,8,28,0,32,24,84,2,180
2003,8,29,10.6,32.3,23.7,90,2,270
2003,8,30,0.2,32,23.8,86,2,180
2003,8,31,24.5,33.7,23.5,87,3,270
2003,9,1,10,29,23.4,89,2,180
2003,9,2,0.2,32.5,24.3,88,3,220
2003,9,3,0,31.6,23.7,86,2,270
2003,9,4,0.4,32.8,24,84,2,220
2003,9,5,0,32.6,24.2,86,2,270
2003,9,6,5.2,32.5,23.8,86,2,220
2003,9,7,4.6,33.6,24.4,85,2,180
2003,9,8,0.9,31.6,23.8,86,1,270
2003,9,9,65,32,23.9,93,2,220
2003,9,10,7.9,33.1,23.7,84,2,180
2003,9,11,0,31.6,24.5,88,2,180
2003,9,12,24.9,30,24,91,1,270
2003,9,13,0.3,30,23.5,88,2,300
2003,9,14,0,32.8,23.7,87,2,270
2003,9,15,2,33.3,24.3,83,2,90
2003,9,16,0,34.6,24.8,77,2,340
2003,9,17,17.9,32.4,24.2,84,2,220
2003,9,18,2.3,30.4,24,87,3,270
2003,9,19,5.6,31.8,24.8,85,2,270
2003,9,20,0.4,32.2,24.5,88,2,270
2003,9,21,0.2,32.5,24,77,3,260
2003,9,22,0,32.5,23.7,75,3,260
2003,9,23,0,33.4,24.3,80,2,140
2003,9,24,0.2,32.1,23.7,83,2,300
2003,9,25,0,32,24.1,83,2,300
2003,9,26,0,31.5,25.2,84,2,180
2003,9,27,0,32.5,25.1,83,2,180
2003,9,28,6.6,32.1,25,84,2,270
2003,9,29,6.3,32.7,24.7,81,2,270
2003,9,30,6.9,31.5,23.8,91,1,300
2003,10,1,7.2,32.6,24.5,83,2,270
2003,10,2,5.7,32.2,25.3,83,3,100
2003,10,3,0,31.9,25.4,86,2,270
2003,10,4,33.2,32.5,25,84,2,270
2003,10,5,0,33.1,24.8,83,2,310
2003,10,6,0.2,32.9,24.7,84,3,270
2003,10,7,0,32.7,24.4,80,2,150
2003,10,8,0,33,24.7,79,2,270
2003,10,9,2.3,32,24.5,86,2,300
2003,10,10,4.9,32.5,25,84,2,340
2003,10,11,0,31,24.6,86,2,270
2003,10,12,0.4,32.5,24.7,80,2,110
2003,10,13,50.1,34,24.2,88,2,270
2003,10,14,6,32.7,24.6,84,2,300
2003,10,15,2,31.6,24.5,88,1,180
2003,10,16,0.4,32.3,24,86,1,340
2003,10,17,2.4,31.5,24.4,88,2,270
2003,10,18,17.4,30.5,24.2,94,1,340
2003,10,19,5.1,31.8,24.4,85,3,220
2003,10,20,6,28.8,24.1,91,1,270
2003,10,21,16.6,32.2,23.8,86,2,180
2003,10,22,6.4,30.8,24.4,90,2,250
2003,10,23,11,30,24.3,92,3,300
2003,10,24,14.9,25.4,23,96,1,300
2003,10,25,83.3,31.5,23.5,88,3,140
2003,10,26,15.4,29.7,22.7,93,2,220
2003,10,27,45.8,31.3,23.7,86,2,270
2003,10,28,7.6,31.5,23.7,83,3,270
2003,10,29,0,31.5,24.6,82,4,90
2003,10,30,0,31.7,24.5,82,4,270
2003,10,31,0,33,25,83,2,270
2003,11,1,0,32,24.5,82,2,270
2003,11,2,0,32.7,24.1,81,3,300
2003,11,3,6.8,32.4,24.4,84,3,90
2003,11,4,2.7,30,23.7,85,2,300
2003,11,5,0,31.3,25.2,84,2,70
2003,11,6,3.5,32,25.1,78,3,90
2003,11,7,1.2,32.5,24.8,87,2,110
2003,11,8,0.4,31.4,24.5,86,2,270
2003,11,9,3.5,30.8,24.6,88,2,270
2003,11,10,25.8,32.9,24,86,2,90
2003,11,11,9.1,27,24.1,93,2,70
2003,11,12,0,32,25.4,84,4,70
2003,11,13,2.2,32.2,25.5,81,4,320
2003,11,14,13.8,29.5,24.5,90,3,340
2003,11,15,9.8,31.7,24.2,90,2,270
2003,11,16,0,31.5,24,88,2,190
2003,11,17,0,32.2,24.6,83,2,110
2003,11,18,0,32.3,24,82,3,270
2003,11,19,2.2,32.5,24.7,81,2,300
2003,11,20,0,32.3,24.8,86,2,300
2003,11,21,0,32.5,24.2,86,2,60
2003,11,22,0,32,25.5,87,2,300
2003,11,23,0,32.9,25.7,81,4,70
2003,11,24,0,33.3,24.4,81,3,310
2003,11,25,0,32.5,24.7,81,4,90
2003,11,26,0,32.5,24.2,80,3,300
2003,11,27,0,32.7,24.2,81,2,340
2003,11,28,0,31,24.2,83,3,270
2003,11,29,6.8,31.5,24.4,84,2,300
2003,11,30,0,31.5,23.7,79,3,70
2003,12,1,0,31.6,22.8,75,5,70
2003,12,2,0,31,21.8,72,6,70
2003,12,3,0,31,22.7,74,5,70
2003,12,4,0,31.1,23.5,78,5,270
2003,12,5,0,31.5,24,81,4,70
2003,12,6,0,31.5,24,82,3,70
2003,12,7,5.3,31.8,24.6,82,7,70
2003,12,8,0,31,26,78,8,70
2003,12,9,0,31.4,24.5,78,5,70
2003,12,10,0,32.2,23.8,82,3,270
2003,12,11,0,31.8,25.5,80,4,70
2003,12,12,33.5,30,24.8,87,2,360
2003,12,13,32.1,30.5,24.4,87,3,70
2003,12,14,1.6,28.9,24.5,92,2,270
2003,12,15,0.4,32.1,26.2,79,8,70
2003,12,16,0,30.5,26,78,7,70
2003,12,17,0,30.5,25,81,4,70
2003,12,18,21.5,30,24,88,1,270
2003,12,19,0.2,29.5,24,85,2,60
2003,12,20,0,30.5,24.5,78,5,70
2003,12,21,0,29.9,25.3,70,9,70
2003,12,22,0,30,22.4,76,6,70
2003,12,23,0,30.5,21.9,81,5,70
2003,12,24,0,30.1,21.7,83,3,70
2003,12,25,0,30.5,22.5,80,3,70
2003,12,26,0,29.8,22.6,84,2,270
2003,12,27,0,30.5,24,80,6,70
2003,12,28,0.1,30.4,25.4,74,7,70
2003,12,29,0,30.5,24.2,79,6,70
2003,12,30,0,30.7,24.7,81,4,70
2003,12,31,0,30.7,25.5,82,6,90
2004,1,1,0,30.5,23.5,82,4,270
2004,1,2,0,30.6,24.2,83,4,70
2004,1,3,0,30.8,22.8,84,4,70
2004,1,4,0,30.6,24.5,81,5,70
2004,1,5,0,31,24.5,77,3,70
2004,1,6,0,31,24.1,83,3,270
2004,1,7,0,31,23.7,82,3,90
2004,1,8,0,31,25,81,4,70
2004,1,9,0,30.5,25,82,6,70
2004,1,10,0,30.5,22.7,81,4,90
2004,1,11,0,31.3,23.3,81,3,90
2004,1,12,0,31,23.5,81,4,70
2004,1,13,0,31,23.1,80,3,70
2004,1,14,0,30.6,23.5,77,3,90
2004,1,15,0,30.8,21,80,3,90
2004,1,16,0,31,23.6,78,3,270
2004,1,17,0,31,23.9,82,3,90
2004,1,18,0,31,23.3,84,3,90
2004,1,19,0,31.8,23.2,80,3,90
2004,1,20,0,31.8,24.2,79,3,70
2004,1,21,0,33.1,23.7,79,3,340
2004,1,22,0,31.5,25.3,80,4,60
2004,1,23,0,31,24,83,3,70
2004,1,24,2,33,24.9,81,5,340
2004,1,25,0,31.1,25.9,78,8,90
2004,1,26,0,31,24,76,6,70
2004,1,27,0,31.4,24.9,80,4,80
2004,1,28,0,31.3,25,81,4,90
2004,1,29,0,31.3,23.5,78,4,90
2004,1,30,0,31.6,24,86,3,70
2004,1,31,0,31.5,24.5,86,3,110
2004,2,1,0,31.7,25,81,4,100
2004,2,2,0.2,32.4,23.5,76,2,120
2004,2,3,0,31.5,23.5,80,3,90
2004,2,4,0,32,22.6,78,3,70
2004,2,5,0,31.7,22.9,79,4,90
2004,2,6,0,32.4,23.6,81,3,340
2004,2,7,0,33,24.7,79,3,70
2004,2,8,0,32.1,24.5,78,3,340
2004,2,9,0,32.9,24,74,3,70
2004,2,10,0,32.3,22.6,72,5,70
2004,2,11,0,32.6,22.8,73,4,70
2004,2,12,0,31.8,23.6,72,4,70
2004,2,13,0,30.5,22.5,76,4,70
2004,2,14,0,30.5,21.8,82,4,70
2004,2,15,0,31,21.6,75,4,70
2004,2,16,0,31.1,23.7,67,6,70
2004,2,17,0,30.7,22.1,68,6,70
2004,2,18,0,30.6,21.7,74,4,70
2004,2,19,0,30.8,24,75,3,70
2004,2,20,0,30.5,22.8,80,3,270
2004,2,21,0,31.9,23.6,76,3,340
2004,2,22,0,32.7,23.4,79,2,270
2004,2,23,0,32.9,23.5,77,2,320
2004,2,24,0,31.8,23.1,76,2,150
2004,2,25,0,32.3,22.5,78,2,270
2004,2,26,0,33.1,23.8,74,3,290
2004,2,27,0,31.2,24.2,82,5,70
2004,2,28,0,31.5,24,78,5,80
2004,2,29,0,32.5,23.6,77,3,90
2004,3,1,0,31.9,24.4,79,2,270
2004,3,2,0,32,23.9,79,2,110
2004,3,3,0.4,33.1,25,78,2,110
2004,3,4,0,35.1,24.5,72,4,20
2004,3,5,0,33,24,81,3,70
2004,3,6,0,33,24.5,83,4,70
2004,3,7,0,32.8,24.8,77,5,80
2004,3,8,0,32.6,26.6,73,6,60
2004,3,9,0,32.3,23.5,78,6,90
2004,3,10,0,32,25.5,79,3,90
2004,3,11,0,32.2,25,77,3,70
2004,3,12,0,32,24.3,82,2,110
2004,3,13,0,32,24,82,3,70
2004,3,14,0,33.5,23.7,73,3,70
2004,3,15,0,32.9,23.6,76,3,90
2004,3,16,0,33,23.4,77,4,70
2004,3,17,0,32.7,24.5,76,2,320
2004,3,18,0.8,33.8,24,83,2,310
2004,3,19,0,33.6,24.9,74,3,340
2004,3,20,0,34,24.5,75,4,340
2004,3,21,0,34.7,24,71,3,340
2004,3,22,0,35.7,24.7,70,2,300
2004,3,23,0,34.2,23.2,72,3,320
2004,3,24,0.1,34,23,73,2,270
2004,3,25,0,32.7,23.5,73,3,270
2004,3,26,0,33,23,77,3,110
2004,3,27,0,32.2,23.4,79,3,100
2004,3,28,0,33.5,25.6,76,3,90
2004,3,29,0,33.1,25,79,2,90
2004,3,30,0,33.5,25,75,3,90
2004,3,31,0,33.5,25.6,78,3,90
2004,4,1,0,33.5,24,73,3,90
2004,4,2,0,33.5,24.1,77,3,110
2004,4,3,0,33.5,25,80,2,270
2004,4,4,0,34.8,25.2,73,3,70
2004,4,5,0,33.5,25.2,75,3,270
2004,4,6,0,33.6,25.2,74,2,90
2004,4,7,0,33.3,25,75,3,110
2004,4,8,0,33.6,25.8,75,3,90
2004,4,9,0,34,24.2,77,3,270
2004,4,10,0,33,24.9,80,3,70
2004,4,11,0,34.8,25.5,69,2,90
2004,4,12,0,33.9,24.8,73,2,160
2004,4,13,0,35.5,25.2,71,3,270
2004,4,14,0,34.5,25.3,72,2,110
2004,4,15,0,34.5,24.7,69,3,320
2004,4,16,0,35,24.8,70,3,310
2004,4,17,0,35.6,25,75,3,320
2004,4,18,0,34.4,25,73,3,110
2004,4,19,0,34,25.5,71,3,110
2004,4,20,0,34.5,26.3,73,3,90
2004,4,21,0,34.6,25.5,73,3,110
2004,4,22,0,34,25.9,75,3,90
2004,4,23,1,34,25,77,2,270
2004,4,24,0,34,25.4,79,2,90
2004,4,25,0,34.4,25.8,74,2,70
2004,4,26,0,34,26.4,74,4,90
2004,4,27,13.8,34.5,24.5,72,4,70
2004,4,28,13.9,28.4,24.2,93,2,270
2004,4,29,0,33.7,26.6,77,4,90
2004,4,30,8.6,34.3,25,76,6,90
2004,5,1,25.5,29.5,25.2,93,3,110
2004,5,2,0,34.2,25.7,78,2,110
2004,5,3,0,34.2,25.5,78,3,90
2004,5,4,0,34.4,26,76,3,70
2004,5,5,0,33.7,26,78,3,90
2004,5,6,0,33.7,26.5,76,4,90
2004,5,7,12.1,33,25.2,79,3,110
2004,5,8,11.7,27.6,25.6,94,2,270
2004,5,9,0,34.6,26.1,72,2,90
2004,5,10,4.7,32.5,25,82,2,140
2004,5,11,8.1,32.5,25,79,3,270
2004,5,12,0.4,31.2,25.5,84,1,110
2004,5,13,2.2,32.3,25.2,83,2,270
2004,5,14,0,32.2,25,85,2,180
2004,5,15,0,32,24.8,86,2,180
2004,5,16,0,33.5,25,74,2,180
2004,5,17,0,35.2,26.4,71,3,270
2004,5,18,0,33.8,25.2,73,3,180
2004,5,19,0,33.5,26.2,76,3,220
2004,5,20,0,33,26,79,3,180
2004,5,21,0,33.5,23.5,82,3,180
2004,5,22,0,33,24.7,81,3,270
2004,5,23,0,32.7,25,82,2,180
2004,5,24,0,33.3,24.6,82,2,180
2004,5,25,0,33,24.4,76,2,140
2004,5,26,0,34,24.6,70,2,300
2004,5,27,0,34,25,73,3,90
2004,5,28,1.6,33.8,25.7,78,2,20
2004,5,29,1,33,24.6,83,2,270
2004,5,30,3.9,31.1,24.5,86,2,340
2004,5,31,3.4,32.5,24.5,83,2,90
2004,6,1,8.7,31.1,24.2,90,2,270
2004,6,2,1.8,32,24,84,2,270
2004,6,3,0,32.2,24.6,81,2,180
2004,6,4,17,32.5,24.5,93,2,180
2004,6,5,8.1,29.5,25,94,2,190
2004,6,6,0.5,31,25,87,2,180
2004,6,7,0,32.5,25,82,2,270
2004,6,8,0,32.2,25.2,78,2,220
2004,6,9,0.6,33.6,25.5,77,3,340
2004,6,10,22.9,31.3,24.5,94,2,140
2004,6,11,0.5,31.5,25.5,88,3,220
2004,6,12,13.2,30.5,24.3,90,2,270
2004,6,13,0.1,31.8,23.5,84,2,270
2004,6,14,0,32.6,25,76,2,270
2004,6,15,0.9,32.8,25.3,74,2,270
2004,6,16,14,28,24.5,90,2,320
2004,6,17,24.3,31.5,23.8,95,2,270
2004,6,18,21.2,27.6,24.3,90,3,270
2004,6,19,0,31.8,24.4,82,2,270
2004,6,20,0,32.6,25.3,82,2,180
2004,6,21,18.1,32.5,25,86,2,160
2004,6,22,12.6,31.5,23.5,85,2,200
2004,6,23,0.6,32.6,24.2,86,3,180
2004,6,24,1,32,24.8,80,3,180
2004,6,25,0,31,25.4,81,3,180
2004,6,26,13.4,32.5,24,84,2,220
2004,6,27,20.9,32,23,80,4,270
2004,6,28,110.7,27.8,22,96,3,270
2004,6,29,3.8,32,24.9,81,6,270
2004,6,30,0,33,24.3,80,3,180
2004,7,1,11,31.8,25,86,2,180
2004,7,2,51.5,28.3,24.8,92,3,220
2004,7,3,0,31.8,25,88,3,180
2004,7,4,0,32.5,23.7,83,2,180
2004,7,5,0,32.6,24.3,80,3,160
2004,7,6,0,33.2,24.6,78,2,270
2004,7,7,0,32.7,24.7,75,2,270
2004,7,8,0,33,25,77,2,110
2004,7,9,1,31.8,25,87,2,110
2004,7,10,1.2,31,24.3,87,2,300
2004,7,11,0,33.2,24.5,80,2,70
2004,7,12,1.8,32.5,23.6,86,2,270
2004,7,13,0.4,32.5,24.6,80,2,270
2004,7,14,43.9,32.6,22.5,83,2,270
2004,7,15,2.8,31.9,23,82,2,120
2004,7,16,0.2,32,23.7,85,3,270
2004,7,17,8.3,30.5,23.7,88,2,300
2004,7,18,25.4,32.2,24.3,87,2,360
2004,7,19,0.3,32.5,24,86,2,270
2004,7,20,0,30.8,24.7,82,1,180
2004,7,21,0.2,31.7,23.7,84,2,270
2004,7,22,6.5,33,24,84,2,140
2004,7,23,0,30.5,25,88,2,180
2004,7,24,1.9,32.8,24.1,86,2,270
2004,7,25,3,31.8,24,88,2,180
2004,7,26,1.2,28.6,24,92,1,270
2004,7,27,0,32,24.3,79,2,160
2004,7,28,0,33.3,24.5,78,2,220
2004,7,29,9.7,33,23.7,86,2,340
2004,7,30,0.6,30,24.5,89,2,300
2004,7,31,0.4,30.5,25,86,2,340
2004,8,1,1,32,24.6,84,1,340
2004,8,2,1.2,30,24.5,88,2,270
2004,8,3,11.2,31.5,23.8,87,2,220
2004,8,4,6.3,32,23.5,90,1,180
2004,8,5,35.5,31.5,23.7,91,1,110
2004,8,6,36.2,28.5,24,94,2,220
2004,8,7,9.1,29.5,24.4,89,2,270
2004,8,8,3,32.3,25.1,78,4,270
2004,8,9,2.1,32.6,24.8,81,4,270
2004,8,10,2,30,24.7,85,3,270
2004,8,11,1.4,31.7,24,85,2,270
2004,8,12,0.1,33.7,24,74,3,270
2004,8,13,0.1,33.5,25.3,87,3,220
2004,8,14,44.9,29.5,24.2,92,2,270
2004,8,15,100.3,24.9,22.7,95,2,220
2004,8,16,37.8,28.1,22.7,93,2,180
2004,8,17,50.6,27.6,23.5,94,2,350
2004,8,18,0,31.9,23.4,85,2,250
2004,8,19,0,32.5,23.7,79,2,270
2004,8,20,0,29.5,23.8,86,1,300
2004,8,21,0,31,23.7,87,2,180
2004,8,22,3,32,23.9,87,2,270
2004,8,23,0.2,32.6,24,87,2,180
2004,8,24,0,32.7,24.2,83,2,180
2004,8,25,0.3,32.8,24.7,86,2,180
2004,8,26,0,33,25.7,86,3,180
2004,8,27,16,32.8,24.5,90,1,220
2004,8,28,0,32,24.7,89,3,220
2004,8,29,0,32.6,24,84,2,180
2004,8,30,0,32.5,24,86,2,180
2004,8,31,0,32.7,24,85,2,180
2004,9,1,2.6,33,23.5,85,2,270
2004,9,2,0,32,24.5,84,2,180
2004,9,3,0,32,24.2,84,2,270
2004,9,4,0,31.5,24,86,2,180
2004,9,5,0,32,24.2,90,2,300
